id,title,author_count,type,publisher,link
84946594073,Phenotypic change and induction of cytokeratin expression during in vitro culture of corneal stromal cells,3,Article,Association for Research in Vision and Ophthalmology Inc.subscription@arvo.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946594073&origin=inward
84899142890,Augmented dried versus cryopreserved amniotic membrane as an ocular surface dressing,8,Article,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899142890&origin=inward
84879204677,Characterization of corneal stromal stem cells with the potential for epithelial transdifferentiation,8,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879204677&origin=inward
85111305491,"Correction to: Outlier removal in biomaterial image segmentations using a non-stationary Bayesian learning (Pattern Analysis and Applications, (2021), 24, 4, (1805-1824), 10.1007/s10044-021-00979-9)",5,Erratum,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111305491&origin=inward
85108978453,Outlier removal in biomaterial image segmentations using a non-stationary Bayesian learning,5,Article,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108978453&origin=inward
85083778511,Bioinspired Precision Engineering of Three-Dimensional Epithelial Stem Cell Microniches,13,Article,Wiley-VCH Verlaginfo@wiley-vch.de,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083778511&origin=inward
85086623162,Preparation of dried amniotic membrane for corneal repair,3,Book Chapter,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086623162&origin=inward
85075791928,Image processing algorithm to determine an optimised 2D laser cutting trajectory,7,Conference Paper,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075791928&origin=inward
85060491853,A thermoresponsive three-dimensional fibrous cell culture platform for enzyme-free expansion of mammalian cells,7,Article,Acta Materialia Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060491853&origin=inward
85061280041,In vitro evaluation of electrospun blends of gelatin and PCL for application as a partial thickness corneal graft,8,Article,John Wiley and Sons Inc.P.O.Box 18667NewarkNJ 07191-8667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061280041&origin=inward
85016834580,"Corneal keratocyte transition to mesenchymal stem cell phenotype and reversal using serum-free medium supplemented with fibroblast growth factor-2, transforming growth factor-β3 and retinoic acid",2,Article,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016834580&origin=inward
85020065570,3D Microfabricated Scaffolds and Microfluidic Devices for Ocular Surface Replacement: a Review,13,Article,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020065570&origin=inward
85012963344,Cultivation and characterisation of the surface markers and carbohydrate profile of human corneal endothelial cells,7,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012963344&origin=inward
84945218605,Corneal Decellularization: A Method of Recycling Unsuitable Donor Tissue for Clinical Translation?,5,Article,Taylor and Francis Ltdhealthcare.enquiries@informa.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84945218605&origin=inward
84947557789,Effect of culture medium on propagation and phenotype of corneal stroma-derived stem cells,4,Article,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84947557789&origin=inward
84911092140,An overview of current techniques for ocular toxicity testing,3,Review,Elsevier Ireland Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84911092140&origin=inward
84922569897,In vitro studies on the antimicrobial peptide human beta-defensin 9 (HBD9): Signalling pathways and pathogen-related response (an American ophthalmological society thesis),4,Article,American Ophthalmological SocietyP.O. Box 193940San FranciscoCA 94119admin@aosonline.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84922569897&origin=inward
84921765191,Isolation of adult stem cell populations from the human cornea,4,Article,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921765191&origin=inward
84901416354,Concise review: Evidence for CD34 as a common marker for diverse progenitors,5,Review,AlphaMed Press318 Blackwell St. Suite 260DurhamNC 27701-2884,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84901416354&origin=inward
84899152830,Gelatin-based materials in ocular tissue engineering,7,Review,MDPI AGmembranes@mdpi.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899152830&origin=inward
84886120426,Optimised laser microdissection of the human ocular surface epithelial regions for microarray studies,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886120426&origin=inward
84880838578,The Secretome of Alginate-Encapsulated Limbal Epithelial Stem Cells Modulates Corneal Epithelial Cell Proliferation,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880838578&origin=inward
84864719775,Mesenchymal stem cells in the human corneal limbal stroma,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864719775&origin=inward
84858957826,Variable expression of human beta defensins 3 and 9 at the human ocular surface in infectious keratitis,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858957826&origin=inward
81355127555,Comparison of choroidal and retinal endothelial cells: Characteristics and response to VEGF isoforms and anti-VEGF treatments,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81355127555&origin=inward
79961044183,Validation of endogenous control genes for gene expression studies on human ocular surface epithelium,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961044183&origin=inward
79960699545,Increased expression of hepcidin and toll-like receptors 8 and 10 in viral keratitis,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960699545&origin=inward
79958234704,Signalling pathways involved in ribonuclease-7 expression,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958234704&origin=inward
78149484268,Antimicrobial peptides expression by ocular surface cells in response to Acanthamoeba castellanii: An in vitro study,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78149484268&origin=inward
77956076956,Standardized limbal epithelial stem cell graft generation and transplantation,6,Article,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956076956&origin=inward
77957132944,Comparative transcriptional profiling of the limbal epithelial crypt demonstrates its putative stem cell niche characteristics,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957132944&origin=inward
77957359176,Localization and gene expression of human β-defensin 9 at the human ocular surface epithelium,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957359176&origin=inward
77955260039,The variation in transparency of amniotic membrane used in ocular surface regeneration,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955260039&origin=inward
68749093979,Epidermal growth factor variations in amniotic membrane used for ex vivo tissue constructs,8,Article,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68749093979&origin=inward
67649363473,Histologic Features of Transplanted Amniotic Membrane: Implications for Corneal Wound Healing,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67649363473&origin=inward
67349266841,Infant limbus: An immunohistological study,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67349266841&origin=inward
57349174710,Optimization of amniotic membrane (AM) denuding for tissue engineering,7,Article,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=57349174710&origin=inward
43549121501,Limbal epithelial crypt: A model for corneal epithelial maintenance and novel limbal regional variations,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43549121501&origin=inward
39549109127,A novel antimicrobial peptide on the ocular surface shows decreased expression in inflammation and infection,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=39549109127&origin=inward
42649090123,The biomechanics of amnion rupture: An X-ray diffraction study,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=42649090123&origin=inward
34247190037,Morphological characteristics of the limbal epithelial crypt,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34247190037&origin=inward
33847797317,Amniotic membrane transplantation for ocular surface reconstruction: Indications and outcomes,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33847797317&origin=inward
33846187554,"Expression of haematopoietic stem cell markers, CD133 and CD34 on human corneal keratocytes",6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846187554&origin=inward
33750580917,Amniotic membrane for ocular surface reconstruction: Donor variations and the effect of handling on TGF-β content,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750580917&origin=inward
33748307408,Proteomic analysis of amniotic membrane prepared for human transplantation: Characterization of proteins and clinical implications,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748307408&origin=inward
18844401605,Optimised two-dimensional electrophoresis procedures for the protein characterisation of structural tissues,6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=18844401605&origin=inward
85108578212,The eggshell membrane: A potential biomaterial for corneal wound healing,15,Article,SAGE Publications Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108578212&origin=inward
85090433058,Potential of mesenchymal stem cells as topical immunomodulatory cell therapies for ocular surface inflammatory disorders,3,Review,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090433058&origin=inward
85084273183,The electrospinning of a thermo-responsive polymer with peptide conjugates for phenotype support and extracellular matrix production of therapeutically relevant mammalian cells,6,Article,Royal Society of Chemistry,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084273183&origin=inward
84928179997,Endothelial cell loss following tissue harvesting by pneumodissection for endothelial keratoplasty: An ex vivo study,6,Article,BMJ Publishing Group,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928179997&origin=inward
84952719188,Expression of Toll-like receptors in human retinal and choroidal vascular endothelial cells,5,Article,Academic Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84952719188&origin=inward
84921415333,"Investigation of localized delivery of diclofenac sodium from poly(D,L-lactic acid-co-glycolic acid)/poly(ethylene glycol) scaffolds using an in vitro osteoblast inflammation model",6,Article,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921415333&origin=inward
84895555423,"Comparison of osteogenic differentiation of embryonic stem cells and primary osteoblasts revealed by responses to IL-1β, TNF-α, and IFN-γ",3,Article,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84895555423&origin=inward
84891703291,Hydrogels derived from demineralized and decellularized bone extracellular matrix,10,Article,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891703291&origin=inward
84860821836,Primary calvarial cells and mouse embryonic stem cells as potential cell sources for development of an in vitro inflammatory model for testing anti-inflammatory osteochondral tissue engineering strategies,2,Conference Paper,AO Research Institute Davos,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84860821836&origin=inward
85063066153,"Digital evaluation of proliferative ‘hotspots’ of more than 16,000 cells negatively impacts Ki-67 assessment in breast carcinoma",5,Letter,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063066153&origin=inward
85062329495,Laboratory validation studies in Ki-67 digital image analysis of breast carcinoma: a pathway to routine quality assurance,13,Article,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062329495&origin=inward
85017013009,Expression of proliferation genes in formalin-fixed paraffin-embedded (FFPE) tissue from breast carcinomas. Feasibility and relevance for a routine histopathology laboratory,7,Article,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017013009&origin=inward
84978761964,BRAF mutation detection in hairy cell leukaemia from archival haematolymphoid specimens,6,Article,Elsevierkathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978761964&origin=inward
84978654153,Validation of mitosis counting by automated phosphohistone H3 (PHH3) digital image analysis in a breast carcinoma tissue microarray,6,Article,Elsevierkathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978654153&origin=inward
84929428332,Practical issues concerning the implementation of Ki-67 proliferative index measurement in breast cancer reporting,8,Article,Lippincott Williams and Wilkinskathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929428332&origin=inward
32444441237,Haemochromatosis protein is expressed on the terminal web of enterocytes in proximal small intestine of the rat,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=32444441237&origin=inward
23944509304,Augmented internalisation of ferroportin to late endosomes impairs iron uptake by enterocyte-like IEC-6 cells,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=23944509304&origin=inward
21644488122,Ferroportin is expressed on the mucous granule membrane of a subpopulation of goblet cells in the duodenum of the rat,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=21644488122&origin=inward
3442880198,Differences in the uptake of iron from Fe(II) ascorbate and Fe(III) citrate by IEC-6 cells and the involvement of ferroportin/IREG-1/MTP-1/SLC40A1,2,Article,Springer Verlag,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3442880198&origin=inward
346461664,Ferroportin/IREG-1/MTP-1/SLC40A1 modulates the uptake of iron at the apical membrane of enterocytes,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346461664&origin=inward
142244158,Copper deficiency increases iron absorption in the rat,2,Article,American Physiological Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0142244158&origin=inward
36212556,IEC-6 cells are an appropriate model of intestinal iron absorption in rats,2,Article,American Institute of Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036212556&origin=inward
34070941,"Localisation of divalent metal transporter 1 (DMT1) to the microvillus membrane of rat duodenal enterocytes in iron deficiency, but to hepatocytes in iron overload",5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034070941&origin=inward
34019093,Transferrin receptor activity and localisation in the rat duodenum,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034019093&origin=inward
33935567,Gene expression of divalent metal transporter 1 and transferrin receptor in duodenum of Belgrade rats,5,Article,American Physiological Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033935567&origin=inward
33934482,Iron excretion in iron-overloaded rats following the change from an iron-loaded to an iron-deficient diet,5,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033934482&origin=inward
31415538,Characterization of isolated duodenal epithelial cells along a crypt- villus axis in rats fed diets with different iron content,3,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031415538&origin=inward
30749960,"Immunohistochemical processing of tissue which allows for embedding in Araldite®, and orientation and correlation between light and electron microscopic staining",3,Article,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030749960&origin=inward
85131903693,Nitrogen-based Bisphosphonate Use and Ovarian Cancer Risk in Women Aged 50 Years and Older,11,Article,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131903693&origin=inward
85122230696,Accuracy of the Australian national subacute and nonacute patient classification in predicting rehabilitation length of stay for stroke survivors who are ≥65 years of age and have lateropulsion,5,Article,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122230696&origin=inward
85106530070,Post-stroke lateropulsion and rehabilitation outcomes: a retrospective analysis,4,Article,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106530070&origin=inward
85096647740,Starting a new anti-seizure medication in drug-resistant epilepsy: Add-on or substitute?,5,Article,Blackwell Publishing Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096647740&origin=inward
85086403927,Objective quantification of burn scar stiffness using shear-wave elastography: Initial evidence of validity,8,Article,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086403927&origin=inward
85086391984,"A Novel, Reliable Protocol to Objectively Assess Scar Stiffness Using Shear Wave Elastography",9,Article,Elsevier USA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086391984&origin=inward
85076545553,Increased risk of blood transfusion in patients with diabetes mellitus sustaining non-major burn injury,5,Article,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076545553&origin=inward
85078171371,"Association between pelvic inflammatory disease, infertility, ectopic pregnancy and the development of ovarian serous borderline tumor, mucinous borderline tumor and low-grade serous carcinoma",5,Article,Academic Press Inc.apjcs@harcourt.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078171371&origin=inward
85058678406,Do frailty and comorbidity indices improve risk prediction of 28-day ED reattendance? Reanalysis of an ED discharge nomogram for older people,5,Article,Springer International Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058678406&origin=inward
85054544847,RANZCOG Fellows’ adherence to guidelines following cytological prediction of cervical adenocarcinoma-in-situ: Cause for concern?,5,Article,Blackwell Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054544847&origin=inward
85057551703,Morbidity burden and community-based palliative care are associated with rates of hospital use by people with schizophrenia in the last year of life: A population-based matched cohort study,5,Article,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057551703&origin=inward
85048727115,"Risk of high-grade serous ovarian cancer associated with pelvic inflammatory disease, parity and breast cancer",8,Article,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048727115&origin=inward
85052798149,Use of health services in the last year of life and cause of death in people with intellectual disability: A retrospective matched cohort study,5,Article,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052798149&origin=inward
85026673582,Risk of persistent or recurrent cervical neoplasia in patients with ‘pure’ adenocarcinoma-in-situ (AIS) or mixed AIS and high-grade cervical squamous neoplasia (cervical intra-epithelial neoplasia grades 2 and 3 (CIN 2/3)): a population-based study,12,Article,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026673582&origin=inward
85052287107,Community-based specialist palliative care is associated with reduced hospital costs for people with non-cancer conditions during the last year of life,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052287107&origin=inward
85029939935,"The impact of community-based palliative care on acute hospital use in the last year of life is modified by time to death, age and underlying cause of death. A population-based retrospective cohort study",4,Article,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029939935&origin=inward
85018955081,Issues using linkage of hospital records and death certificate data to determine the size of a potential palliative care population,5,Article,SAGE Publications Ltdinfo@sagepub.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018955081&origin=inward
85014442644,Risk of persistent or recurrent neoplasia in conservatively treated women with cervical adenocarcinoma in situ with negative histological margins,11,Article,Wiley-Blackwellinfo@royensoc.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014442644&origin=inward
85011372926,The Association of Community-Based Palliative Care With Reduced Emergency Department Visits in the Last Year of Life Varies by Patient Factors,4,Article,Mosby Inc.customerservice@mosby.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011372926&origin=inward
85014185108,Risk of persistent and recurrent cervical neoplasia following incidentally detected adenocarcinoma in situ,13,Article,Mosby Inc.customerservice@mosby.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014185108&origin=inward
85032364620,Improving the estimation of risk-adjusted grouped hospital standardized mortality ratios using cross-jurisdictional linked administrative data: A retrospective cohort study,6,Article,Frontiers Media S. Ainfo@frontiersin.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032364620&origin=inward
84994102105,Value of Pathology Review in a Population-based Series of Ovarian Tumors,7,Article,Lippincott Williams and Wilkinskathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994102105&origin=inward
84963975920,Analysis of mortality in colorectal surgery in the Bi-National Colorectal Cancer Audit,14,Article,Blackwell Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963975920&origin=inward
84953439766,Red blood cell transfusion is associated with further bleeding and fresh-frozen plasma with mortality in nonvariceal upper gastrointestinal bleeding,8,Article,Blackwell Publishing Inc.subscrip@blackwellpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84953439766&origin=inward
84957436326,Spontaneous regression of CIN2 in women aged 18-24 years: A retrospective study of a state-wide population in Western Australia,11,Article,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957436326&origin=inward
84956752970,Multi-jurisdictional linkage in Australia: Proving a concept,7,Letter,Wiley-Blackwell,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84956752970&origin=inward
84982764321,A retrospective population based cohort study of access to specialist palliative care in the last year of life: Who is still missing out a decade on?,4,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84982764321&origin=inward
84956874972,Health Service Use and Mortality of the Elderly Blind,7,Article,Elsevier Inc.usjcs@elsevier.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84956874972&origin=inward
84939551797,Community-based palliative care is associated with reduced emergency department use by people with dementia in their last year of life: A retrospective cohort study,5,Article,SAGE Publications Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84939551797&origin=inward
84938691060,Accuracy and completeness of patient pathways - The benefits of national data linkage in Australia Healthcare needs and demand,9,Article,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938691060&origin=inward
84937022853,Survival from uveal melanoma in Western Australia 1981-2005,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937022853&origin=inward
84931065967,Cross-border hospital use: Analysis using data linkage across four Australian states,6,Article,Australasian Medical Publishing Co. Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84931065967&origin=inward
84928824804,The human papillomavirus Test of Cure: A lesson on compliance with the NHMRC guidelines on screening to prevent cervical cancer,9,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928824804&origin=inward
84937023477,Risk of high-grade cervical dysplasia and gynaecological malignancies following the cytologic diagnosis of atypical endocervical cells of undetermined significance: A retrospective study of a state-wide screening population in Western Australia,10,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937023477&origin=inward
84933280491,Comparison of cold knife cone biopsy and loop electrosurgical excision procedure in the management of cervical adenocarcinoma in situ: What is the gold standard?,10,Article,Academic Press Inc.apjcs@harcourt.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84933280491&origin=inward
84921988046,Utilisation of co-testing (human papillomavirus DNA testing and cervical cytology) after treatment of CIN: A survey of GPs' awareness and knowledge,11,Article,"Royal Australian College of General Practitioners100 Wellington Parade,East MelbourneVIC 3002",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921988046&origin=inward
84916927483,Anastomotic leaks in colorectal surgery,8,Article,Blackwell Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84916927483&origin=inward
84901494286,Detection of liver injury in IBD using transient elastography,5,Article,Elsevier,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84901494286&origin=inward
84893800747,Long-term survival following laparoscopic and open colectomy for colon cancer: A meta-analysis of randomized controlled trials,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893800747&origin=inward
84925878779,Outcomes in patients undergoing urgent colorectal surgery,8,Article,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84925878779&origin=inward
84906903624,Severe psychiatric disorders in mid-life and risk of dementia in late-life (age 65-84 years): A population based case-control study,5,Article,Bentham Science Publishers B.V.P.O. Box 294Bussum1400 AG,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906903624&origin=inward
84892885491,Influence of local recurrence on survival in patients with rectal cancer,2,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892885491&origin=inward
84888645209,Mortality and hospital morbidity of working-age blind,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84888645209&origin=inward
84880573403,Cholesteatoma in cleft lip and palate: A population-based follow-up study of children after ventilation tubes,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880573403&origin=inward
84878541187,Earlier age of dementia onset and shorter survival times in dementia patients with diabetes,5,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84878541187&origin=inward
84886308754,Hospitalization rates of children who are blind,9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886308754&origin=inward
84862237637,Rates of hospitalisations and mortality of older adults admitted with burn injuries in Western Australian from 1983 to 2008,8,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862237637&origin=inward
84856014518,"An assessment of burn injury hospitalisations of adolescents and young adults in Western Australia, 1983-2008",6,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856014518&origin=inward
80052718406,Is colonoscopy still mandatory after a CT diagnosis of left-sided diverticulitis: Can colorectal cancer be confidently excluded?,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052718406&origin=inward
79961211015,Assessing the diagnostic validity of a blind register,9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961211015&origin=inward
79958698513,Quality of life of the most severely vision-impaired,9,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958698513&origin=inward
79955978052,A 26-year population-based study of burn injury Hospital admissions in Western Australia,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955978052&origin=inward
79953315998,A study of burn hospitalizations for children younger than 5 years of age: 1983-2008,7,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953315998&origin=inward
79251594516,Falling rates of hospitalization and mortality from abdominal aortic aneurysms in Australia,3,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79251594516&origin=inward
77956187751,The trajectory of lung cancer patients in Western Australia-A data linkage study: Still a grim tale,4,Article,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956187751&origin=inward
