id,title,type,publisher,link
85052580007,The current role for clinical and renal histological findings as predictor for outcome in Australian patients with lupus nephritis,ar,SAGE Publications Ltdinfo@sagepub.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052580007&origin=inward
85049310212,Clear cell sarcoma of the gastrointestinal tract and malignant gastrointestinal neuroectodermal tumour: distinct or related entities? A review,re,Elsevier B.V.kathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049310212&origin=inward
85011835438,Absence of thrombocytopaenia and/or microangiopathic haemolytic anaemia does not reliably exclude recurrence of atypical haemolytic uraemic syndrome after kidney transplantation,re,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011835438&origin=inward
84957666169,Concordance of HER2 expression in paired primary and metastatic sites of gastric and gastro-oesophageal junction cancers,ar,Taylor and Francis Ltdkathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957666169&origin=inward
84979842272,Superficial CD34-positive fibroblastic tumour: report of two new cases,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84979842272&origin=inward
84929208766,Preclinical assessment of adjunctive tPA and DNase for peritoneal dialysis associated peritonitis,ar,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929208766&origin=inward
84918587663,HER2 testing in malignant effusions of metastatic gastric carcinoma: Is it feasible?,ar,John Wiley and Sons Inc.P.O.Box 18667NewarkNJ 07191-8667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84918587663&origin=inward
84951796662,Complexities and controversies in the diagnosis of acute and chronic antibody-mediated rejection,ch,"Nova Science Publishers, Inc.",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951796662&origin=inward
84863716535,Crohn's disease activity: Quantitative contrast-enhanced ultrasound assessment,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863716535&origin=inward
84861230134,IgG4-related sclerosing disease of the small bowel presenting as necrotizing mesenteric arteritis and a solitary jejunal ulcer,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84861230134&origin=inward
84856563801,Low-dose computed tomography versus plain abdominal radiography in the investigation of an acute abdomen,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856563801&origin=inward
81355146525,Oncocytic adrenocortical tumors: Diagnostic algorithm and mitochondrial DNA profile in 27 cases,re,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81355146525&origin=inward
79952985087,Oncocytic adrenocortical neoplasms-a clinicopathologic study of 13 new cases emphasizing the importance of their recognition,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952985087&origin=inward
79953000985,Comparison of the Wells and Revised Geneva Scores for the diagnosis of pulmonary embolism: An Australian experience,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953000985&origin=inward
73649114529,Pseudoangiomatous stromal hyperplasia: a study of the mammographic and sonographic features,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=73649114529&origin=inward
75649104298,Bronchial epithelial-myoepithelial tumour: A case report and review of the literature,ar,Lippincott Williams and Wilkins,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=75649104298&origin=inward
45449111130,Colonic endometriosis with malignant transformation mimicking a diverticular abscess,le,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=45449111130&origin=inward
85136643448,"Suboptimal COVID-19 vaccine uptake among hospitalised patients: an opportunity to improve vulnerable, hard-to-reach population vaccine rates",ar,John Wiley and Sons Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136643448&origin=inward
85101240444,E-cigarettes and health risks: More to the flavor than just the name,ar,American Physiological Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101240444&origin=inward
85061934415,Successful management of pleural infection with very low dose intrapleural tissue plasminogen activator/deoxyribonuclease regime,ar,Wiley-Blackwell Publishing Ltdinfo@royensoc.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061934415&origin=inward
85054532247,Radial endobronchial ultrasound greyscale texture analysis using whole-lesion analysis can characterise benign and malignant lesions without region-of-interest selection bias,ar,S. Karger AG,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054532247&origin=inward
85042056206,Bronchiolitis obliterans syndrome is associated with increased p-glycoprotein expression and loss of glucocorticoid receptor from steroid-resistant proinflammatory CD8 + T cells,ar,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042056206&origin=inward
85037718608,Zinc deficiency as a codeterminant for airway epithelial barrier dysfunction in an ex vivo model of COPD,ar,"Dove Medical Press Ltd.PO Box 300-008, AlbanyAuckland",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037718608&origin=inward
85071896719,"Validation and assessment of an antibiotic-based, aseptic decontamination manufacturing protocol for therapeutic, vacuum-dried human amniotic membrane",ar,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071896719&origin=inward
85008248818,Terminal sterilization: Conventional methods versus emerging cold atmospheric pressure plasma technology for non-viable biological tissues,re,Wiley-VCH Verlaginfo@wiley-vch.de,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008248818&origin=inward
84962856921,Safety and efficacy of human amniotic membrane in primary pterygium surgery,ar,Springer Netherlands,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84962856921&origin=inward
84911955667,Substantiation of 25 kGy radiation sterilization dose for banked air dried amniotic membrane and evaluation of personnel skill in influencing finished product bioburden,ar,Kluwer Academic Publishers,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84911955667&origin=inward
84990030075,Fibrin glue inhibits migration of ocular surface epithelial cells,ar,"Nature Publishing GroupHoundmillsBasingstoke, HampshireRG21 6XS",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84990030075&origin=inward
84946594073,Phenotypic change and induction of cytokeratin expression during in vitro culture of corneal stromal cells,ar,Association for Research in Vision and Ophthalmology Inc.subscription@arvo.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946594073&origin=inward
84899142890,Augmented dried versus cryopreserved amniotic membrane as an ocular surface dressing,ar,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899142890&origin=inward
84879204677,Characterization of corneal stromal stem cells with the potential for epithelial transdifferentiation,ar,BioMed Central Ltd.info@biomedcentral.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84879204677&origin=inward
85111305491,"Correction to: Outlier removal in biomaterial image segmentations using a non-stationary Bayesian learning (Pattern Analysis and Applications, (2021), 24, 4, (1805-1824), 10.1007/s10044-021-00979-9)",er,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111305491&origin=inward
85108978453,Outlier removal in biomaterial image segmentations using a non-stationary Bayesian learning,ar,Springer Science and Business Media Deutschland GmbH,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108978453&origin=inward
85083778511,Bioinspired Precision Engineering of Three-Dimensional Epithelial Stem Cell Microniches,ar,Wiley-VCH Verlaginfo@wiley-vch.de,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083778511&origin=inward
85086623162,Preparation of dried amniotic membrane for corneal repair,ch,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086623162&origin=inward
85075791928,Image processing algorithm to determine an optimised 2D laser cutting trajectory,cp,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075791928&origin=inward
85060491853,A thermoresponsive three-dimensional fibrous cell culture platform for enzyme-free expansion of mammalian cells,ar,Acta Materialia Inc,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060491853&origin=inward
85061280041,In vitro evaluation of electrospun blends of gelatin and PCL for application as a partial thickness corneal graft,ar,John Wiley and Sons Inc.P.O.Box 18667NewarkNJ 07191-8667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061280041&origin=inward
85016834580,"Corneal keratocyte transition to mesenchymal stem cell phenotype and reversal using serum-free medium supplemented with fibroblast growth factor-2, transforming growth factor-β3 and retinoic acid",ar,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016834580&origin=inward
85020065570,3D Microfabricated Scaffolds and Microfluidic Devices for Ocular Surface Replacement: a Review,ar,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020065570&origin=inward
85012963344,Cultivation and characterisation of the surface markers and carbohydrate profile of human corneal endothelial cells,ar,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012963344&origin=inward
84945218605,Corneal Decellularization: A Method of Recycling Unsuitable Donor Tissue for Clinical Translation?,ar,Taylor and Francis Ltdhealthcare.enquiries@informa.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84945218605&origin=inward
84947557789,Effect of culture medium on propagation and phenotype of corneal stroma-derived stem cells,ar,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84947557789&origin=inward
84911092140,An overview of current techniques for ocular toxicity testing,re,Elsevier Ireland Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84911092140&origin=inward
84922569897,In vitro studies on the antimicrobial peptide human beta-defensin 9 (HBD9): Signalling pathways and pathogen-related response (an American ophthalmological society thesis),ar,American Ophthalmological SocietyP.O. Box 193940San FranciscoCA 94119admin@aosonline.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84922569897&origin=inward
84921765191,Isolation of adult stem cell populations from the human cornea,ar,Humana Press Inc.humana@humanapr.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921765191&origin=inward
84901416354,Concise review: Evidence for CD34 as a common marker for diverse progenitors,re,AlphaMed Press318 Blackwell St. Suite 260DurhamNC 27701-2884,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84901416354&origin=inward
84899152830,Gelatin-based materials in ocular tissue engineering,re,MDPI AGmembranes@mdpi.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899152830&origin=inward
84886120426,Optimised laser microdissection of the human ocular surface epithelial regions for microarray studies,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84886120426&origin=inward
84880838578,The Secretome of Alginate-Encapsulated Limbal Epithelial Stem Cells Modulates Corneal Epithelial Cell Proliferation,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880838578&origin=inward
84864719775,Mesenchymal stem cells in the human corneal limbal stroma,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864719775&origin=inward
84858957826,Variable expression of human beta defensins 3 and 9 at the human ocular surface in infectious keratitis,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858957826&origin=inward
81355127555,Comparison of choroidal and retinal endothelial cells: Characteristics and response to VEGF isoforms and anti-VEGF treatments,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=81355127555&origin=inward
79961044183,Validation of endogenous control genes for gene expression studies on human ocular surface epithelium,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961044183&origin=inward
79960699545,Increased expression of hepcidin and toll-like receptors 8 and 10 in viral keratitis,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960699545&origin=inward
79958234704,Signalling pathways involved in ribonuclease-7 expression,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958234704&origin=inward
78149484268,Antimicrobial peptides expression by ocular surface cells in response to Acanthamoeba castellanii: An in vitro study,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78149484268&origin=inward
77956076956,Standardized limbal epithelial stem cell graft generation and transplantation,ar,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956076956&origin=inward
77957132944,Comparative transcriptional profiling of the limbal epithelial crypt demonstrates its putative stem cell niche characteristics,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957132944&origin=inward
77957359176,Localization and gene expression of human β-defensin 9 at the human ocular surface epithelium,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957359176&origin=inward
77955260039,The variation in transparency of amniotic membrane used in ocular surface regeneration,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955260039&origin=inward
68749093979,Epidermal growth factor variations in amniotic membrane used for ex vivo tissue constructs,ar,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68749093979&origin=inward
67649363473,Histologic Features of Transplanted Amniotic Membrane: Implications for Corneal Wound Healing,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67649363473&origin=inward
67349266841,Infant limbus: An immunohistological study,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67349266841&origin=inward
57349174710,Optimization of amniotic membrane (AM) denuding for tissue engineering,ar,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=57349174710&origin=inward
43549121501,Limbal epithelial crypt: A model for corneal epithelial maintenance and novel limbal regional variations,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=43549121501&origin=inward
39549109127,A novel antimicrobial peptide on the ocular surface shows decreased expression in inflammation and infection,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=39549109127&origin=inward
42649090123,The biomechanics of amnion rupture: An X-ray diffraction study,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=42649090123&origin=inward
34247190037,Morphological characteristics of the limbal epithelial crypt,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34247190037&origin=inward
33847797317,Amniotic membrane transplantation for ocular surface reconstruction: Indications and outcomes,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33847797317&origin=inward
33846187554,"Expression of haematopoietic stem cell markers, CD133 and CD34 on human corneal keratocytes",ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33846187554&origin=inward
33750580917,Amniotic membrane for ocular surface reconstruction: Donor variations and the effect of handling on TGF-β content,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750580917&origin=inward
33748307408,Proteomic analysis of amniotic membrane prepared for human transplantation: Characterization of proteins and clinical implications,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748307408&origin=inward
18844401605,Optimised two-dimensional electrophoresis procedures for the protein characterisation of structural tissues,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=18844401605&origin=inward
85108578212,The eggshell membrane: A potential biomaterial for corneal wound healing,ar,SAGE Publications Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108578212&origin=inward
85090433058,Potential of mesenchymal stem cells as topical immunomodulatory cell therapies for ocular surface inflammatory disorders,re,John Wiley and Sons Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090433058&origin=inward
85084273183,The electrospinning of a thermo-responsive polymer with peptide conjugates for phenotype support and extracellular matrix production of therapeutically relevant mammalian cells,ar,Royal Society of Chemistry,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084273183&origin=inward
84928179997,Endothelial cell loss following tissue harvesting by pneumodissection for endothelial keratoplasty: An ex vivo study,ar,BMJ Publishing Group,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928179997&origin=inward
84952719188,Expression of Toll-like receptors in human retinal and choroidal vascular endothelial cells,ar,Academic Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84952719188&origin=inward
84921415333,"Investigation of localized delivery of diclofenac sodium from poly(D,L-lactic acid-co-glycolic acid)/poly(ethylene glycol) scaffolds using an in vitro osteoblast inflammation model",ar,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84921415333&origin=inward
84895555423,"Comparison of osteogenic differentiation of embryonic stem cells and primary osteoblasts revealed by responses to IL-1β, TNF-α, and IFN-γ",ar,Mary Ann Liebert Inc.info@liebertpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84895555423&origin=inward
84891703291,Hydrogels derived from demineralized and decellularized bone extracellular matrix,ar,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891703291&origin=inward
84860821836,Primary calvarial cells and mouse embryonic stem cells as potential cell sources for development of an in vitro inflammatory model for testing anti-inflammatory osteochondral tissue engineering strategies,cp,AO Research Institute Davos,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84860821836&origin=inward
85063066153,"Digital evaluation of proliferative ‘hotspots’ of more than 16,000 cells negatively impacts Ki-67 assessment in breast carcinoma",le,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063066153&origin=inward
85062329495,Laboratory validation studies in Ki-67 digital image analysis of breast carcinoma: a pathway to routine quality assurance,ar,Elsevier B.V.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062329495&origin=inward
85017013009,Expression of proliferation genes in formalin-fixed paraffin-embedded (FFPE) tissue from breast carcinomas. Feasibility and relevance for a routine histopathology laboratory,ar,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017013009&origin=inward
84978761964,BRAF mutation detection in hairy cell leukaemia from archival haematolymphoid specimens,ar,Elsevierkathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978761964&origin=inward
84978654153,Validation of mitosis counting by automated phosphohistone H3 (PHH3) digital image analysis in a breast carcinoma tissue microarray,ar,Elsevierkathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978654153&origin=inward
84929428332,Practical issues concerning the implementation of Ki-67 proliferative index measurement in breast cancer reporting,ar,Lippincott Williams and Wilkinskathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929428332&origin=inward
80053266386,Mesothelial cell differentiation into osteoblast- and adipocyte-like cells,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053266386&origin=inward
32444441237,Haemochromatosis protein is expressed on the terminal web of enterocytes in proximal small intestine of the rat,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=32444441237&origin=inward
23944509304,Augmented internalisation of ferroportin to late endosomes impairs iron uptake by enterocyte-like IEC-6 cells,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=23944509304&origin=inward
21644488122,Ferroportin is expressed on the mucous granule membrane of a subpopulation of goblet cells in the duodenum of the rat,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=21644488122&origin=inward
3442880198,Differences in the uptake of iron from Fe(II) ascorbate and Fe(III) citrate by IEC-6 cells and the involvement of ferroportin/IREG-1/MTP-1/SLC40A1,ar,Springer Verlag,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3442880198&origin=inward
346461664,Ferroportin/IREG-1/MTP-1/SLC40A1 modulates the uptake of iron at the apical membrane of enterocytes,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346461664&origin=inward
142244158,Copper deficiency increases iron absorption in the rat,ar,American Physiological Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0142244158&origin=inward
36212556,IEC-6 cells are an appropriate model of intestinal iron absorption in rats,ar,American Institute of Nutrition,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036212556&origin=inward
34070941,"Localisation of divalent metal transporter 1 (DMT1) to the microvillus membrane of rat duodenal enterocytes in iron deficiency, but to hepatocytes in iron overload",ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034070941&origin=inward
34019093,Transferrin receptor activity and localisation in the rat duodenum,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034019093&origin=inward
33935567,Gene expression of divalent metal transporter 1 and transferrin receptor in duodenum of Belgrade rats,ar,American Physiological Society,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033935567&origin=inward
33934482,Iron excretion in iron-overloaded rats following the change from an iron-loaded to an iron-deficient diet,ar,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033934482&origin=inward
31415538,Characterization of isolated duodenal epithelial cells along a crypt- villus axis in rats fed diets with different iron content,ar,Blackwell Publishinginfo@asia.blackpublishing.com.au,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0031415538&origin=inward
30749960,"Immunohistochemical processing of tissue which allows for embedding in Araldite®, and orientation and correlation between light and electron microscopic staining",ar,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030749960&origin=inward
85131903693,Nitrogen-based Bisphosphonate Use and Ovarian Cancer Risk in Women Aged 50 Years and Older,ar,Oxford University Press,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131903693&origin=inward
85122230696,Accuracy of the Australian national subacute and nonacute patient classification in predicting rehabilitation length of stay for stroke survivors who are ≥65 years of age and have lateropulsion,ar,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122230696&origin=inward
85106530070,Post-stroke lateropulsion and rehabilitation outcomes: a retrospective analysis,ar,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106530070&origin=inward
85096647740,Starting a new anti-seizure medication in drug-resistant epilepsy: Add-on or substitute?,ar,Blackwell Publishing Inc.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096647740&origin=inward
85086403927,Objective quantification of burn scar stiffness using shear-wave elastography: Initial evidence of validity,ar,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086403927&origin=inward
85086391984,"A Novel, Reliable Protocol to Objectively Assess Scar Stiffness Using Shear Wave Elastography",ar,Elsevier USA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086391984&origin=inward
85076545553,Increased risk of blood transfusion in patients with diabetes mellitus sustaining non-major burn injury,ar,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076545553&origin=inward
85078171371,"Association between pelvic inflammatory disease, infertility, ectopic pregnancy and the development of ovarian serous borderline tumor, mucinous borderline tumor and low-grade serous carcinoma",ar,Academic Press Inc.apjcs@harcourt.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078171371&origin=inward
85058678406,Do frailty and comorbidity indices improve risk prediction of 28-day ED reattendance? Reanalysis of an ED discharge nomogram for older people,ar,Springer International Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058678406&origin=inward
85054544847,RANZCOG Fellows’ adherence to guidelines following cytological prediction of cervical adenocarcinoma-in-situ: Cause for concern?,ar,Blackwell Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054544847&origin=inward
85057551703,Morbidity burden and community-based palliative care are associated with rates of hospital use by people with schizophrenia in the last year of life: A population-based matched cohort study,ar,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057551703&origin=inward
85048727115,"Risk of high-grade serous ovarian cancer associated with pelvic inflammatory disease, parity and breast cancer",ar,Elsevier Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048727115&origin=inward
85052798149,Use of health services in the last year of life and cause of death in people with intellectual disability: A retrospective matched cohort study,ar,BMJ Publishing Groupsubscriptions@bmjgroup.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052798149&origin=inward
85026673582,Risk of persistent or recurrent cervical neoplasia in patients with ‘pure’ adenocarcinoma-in-situ (AIS) or mixed AIS and high-grade cervical squamous neoplasia (cervical intra-epithelial neoplasia grades 2 and 3 (CIN 2/3)): a population-based study,ar,Blackwell Publishing Ltd,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026673582&origin=inward
85052287107,Community-based specialist palliative care is associated with reduced hospital costs for people with non-cancer conditions during the last year of life,ar,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052287107&origin=inward
85029939935,"The impact of community-based palliative care on acute hospital use in the last year of life is modified by time to death, age and underlying cause of death. A population-based retrospective cohort study",ar,Public Library of Scienceplos@plos.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029939935&origin=inward
85018955081,Issues using linkage of hospital records and death certificate data to determine the size of a potential palliative care population,ar,SAGE Publications Ltdinfo@sagepub.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018955081&origin=inward
85014442644,Risk of persistent or recurrent neoplasia in conservatively treated women with cervical adenocarcinoma in situ with negative histological margins,ar,Wiley-Blackwellinfo@royensoc.co.uk,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014442644&origin=inward
85011372926,The Association of Community-Based Palliative Care With Reduced Emergency Department Visits in the Last Year of Life Varies by Patient Factors,ar,Mosby Inc.customerservice@mosby.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011372926&origin=inward
85014185108,Risk of persistent and recurrent cervical neoplasia following incidentally detected adenocarcinoma in situ,ar,Mosby Inc.customerservice@mosby.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85014185108&origin=inward
85032364620,Improving the estimation of risk-adjusted grouped hospital standardized mortality ratios using cross-jurisdictional linked administrative data: A retrospective cohort study,ar,Frontiers Media S. Ainfo@frontiersin.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032364620&origin=inward
84994102105,Value of Pathology Review in a Population-based Series of Ovarian Tumors,ar,Lippincott Williams and Wilkinskathiest.clai@apta.org,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84994102105&origin=inward
84963975920,Analysis of mortality in colorectal surgery in the Bi-National Colorectal Cancer Audit,ar,Blackwell Publishing,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963975920&origin=inward
84953439766,Red blood cell transfusion is associated with further bleeding and fresh-frozen plasma with mortality in nonvariceal upper gastrointestinal bleeding,ar,Blackwell Publishing Inc.subscrip@blackwellpub.com,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84953439766&origin=inward
84957436326,Spontaneous regression of CIN2 in women aged 18-24 years: A retrospective study of a state-wide population in Western Australia,ar,Taylor and Francis Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957436326&origin=inward
